rank,name,source,installCount,trustScore,verified,benchmarkScore,url,description
159,TanStack Table,/jezweb/claude-skills,50,9.7,True,,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/tanstack-table/SKILL.md,"Build headless data tables with TanStack Table v8. Server-side pagination, filtering, sorting, and virtualization for Cloudflare Workers + D1. Prevents 12 documented errors. Use when building tables with large datasets, coordinating with TanStack Query, or fixing state management, performance, or React 19+ compatibility issues."
160,frontend-design,/dmmulroy/.dotfiles,50,10,True,,https://raw.githubusercontent.com/dmmulroy/.dotfiles/refs/heads/main/home/.config/opencode/skill/frontend-design/SKILL.md,"Create distinctive, production-grade frontend interfaces. Use when building web components, pages, or applications with React-based frameworks. Includes Tailwind CSS v4, shadcn/ui components, Motion animations, and visual design philosophy for avoiding generic AI aesthetics."
161,claude-opus-4-5-migration,/anthropics/claude-code,50,8.8,True,97,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/claude-opus-4-5-migration/skills/claude-opus-4-5-migration/SKILL.md,"Migrate prompts and code from Claude Sonnet 4.0, Sonnet 4.5, or Opus 4.1 to Opus 4.5. Use when the user wants to update their codebase, prompts, or API calls to use Opus 4.5. Handles model string updates and prompt adjustments for known Opus 4.5 behavioral differences. Does NOT migrate Haiku 4.5."
162,nextjs-server-components,/TheBushidoCollective/han,50,,False,72,https://raw.githubusercontent.com/TheBushidoCollective/han/refs/heads/main/plugins/frameworks/nextjs/skills/nextjs-server-components/SKILL.md,Use when next.js Server Components for optimal performance. Use when building data-intensive Next.js applications.
163,embedding-strategies,/wshobson/agents,49,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/llm-application-dev/skills/embedding-strategies/SKILL.md,"Select and optimize embedding models for semantic search and RAG applications. Use when choosing embedding models, implementing chunking strategies, or optimizing embedding quality for specific domains."
164,tailwind,/tartinerlabs/skills,49,7.5,True,90,https://raw.githubusercontent.com/tartinerlabs/skills/refs/heads/main/skills/tailwind/SKILL.md,"Use when writing Tailwind classes, fixing spacing issues, reviewing CSS, or auditing Tailwind patterns. Enforces v4 best practices for grid and responsive."
165,SEO Optimizer,/davila7/claude-code-templates,49,10,True,84,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/business-marketing/seo-optimizer/SKILL.md,"Search Engine Optimization specialist for content strategy, technical SEO, keyword research, and ranking improvements. Use when optimizing website content, improving search rankings, conducting keyword analysis, or implementing SEO best practices. Expert in on-page SEO, meta tags, schema markup, and Core Web Vitals."
166,Hook Development,/anthropics/claude-code,49,8.8,True,72,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/hook-development/SKILL.md,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API."
167,quality-documentation-manager,/alirezarezvani/claude-skills,49,8.9,True,75,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/quality-documentation-manager/SKILL.md,"Document control system management for medical device QMS. Covers document numbering, version control, change management, and 21 CFR Part 11 compliance. Use for document control procedures, change control workflow, document numbering, version management, electronic signature compliance, or regulatory documentation review."
168,marketing-strategy-pmm,/alirezarezvani/claude-skills,49,8.9,True,78,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/marketing-skill/marketing-strategy-pmm/SKILL.md,"Product marketing skill for positioning, GTM strategy, competitive intelligence, and product launches. Covers April Dunford positioning, ICP definition, competitive battlecards, launch playbooks, and international market entry."
169,nextjs-app-router,/TheBushidoCollective/han,49,,False,90,https://raw.githubusercontent.com/TheBushidoCollective/han/refs/heads/main/plugins/frameworks/nextjs/skills/nextjs-app-router/SKILL.md,"Use when next.js App Router with layouts, loading states, and streaming. Use when building modern Next.js 13+ applications."
170,risk-management-specialist,/alirezarezvani/claude-skills,48,8.9,True,82,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/risk-management-specialist/SKILL.md,"Medical device risk management specialist implementing ISO 14971 throughout product lifecycle. Provides risk analysis, risk evaluation, risk control, and post-production information analysis."
171,agile-product-owner,/alirezarezvani/claude-skills,48,8.9,True,98,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/product-team/agile-product-owner/SKILL.md,"Agile product ownership for backlog management and sprint execution. Covers user story writing, acceptance criteria, sprint planning, and velocity tracking. Use for writing user stories, creating acceptance criteria, planning sprints, estimating story points, breaking down epics, or prioritizing backlog."
172,github-actions-templates,/wshobson/agents,47,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/cicd-automation/skills/github-actions-templates/SKILL.md,"Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications. Use when setting up CI/CD with GitHub Actions, automating development workflows, or creating reusable workflow templates."
173,nextjs-boilerplate,/petekp/claude-skills,47,,,,https://raw.githubusercontent.com/petekp/claude-skills/refs/heads/main/skills/nextjs-boilerplate/SKILL.md,"Bootstrap a new Next.js development environment with Tailwind CSS, shadcn/ui components, and assistant-ui for AI chat interfaces. Use when the user asks to ""create a new Next.js project"", ""bootstrap Next.js with shadcn"", ""set up a Next.js app"", ""create an AI chat app"", ""start a new React project with Tailwind"", or mentions creating a fresh frontend project with modern tooling."
174,writing-plans,/obra/superpowers,47,9.5,True,72,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/writing-plans/SKILL.md,"Use when you have a spec or requirements for a multi-step task, before touching code"
175,markitdown,/davila7/claude-code-templates,47,10,True,62,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/scientific/markitdown/SKILL.md,"Convert files and office documents to Markdown. Supports PDF, DOCX, PPTX, XLSX, images (with OCR), audio (with transcription), HTML, CSV, JSON, XML, ZIP, YouTube URLs, EPubs and more."
176,wrangler,/cloudflare/skills,47,8.8,True,78,https://raw.githubusercontent.com/cloudflare/skills/refs/heads/main/skills/wrangler/SKILL.md,"Cloudflare Workers CLI for deploying, developing, and managing Workers, KV, R2, D1, Vectorize, Hyperdrive, Workers AI, Containers, Queues, Workflows, Pipelines, and Secrets Store. Load before running wrangler commands to ensure correct syntax and best practices."
177,social-media-analyzer,/alirezarezvani/claude-skills,47,8.9,True,95,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/marketing-skill/social-media-analyzer/SKILL.md,"Social media campaign analysis and performance tracking. Calculates engagement rates, ROI, and benchmarks across platforms. Use for analyzing social media performance, calculating engagement rate, measuring campaign ROI, comparing platform metrics, or benchmarking against industry standards."
178,backend-patterns,/affaan-m/everything-claude-code,47,9.4,True,72,https://raw.githubusercontent.com/affaan-m/everything-claude-code/refs/heads/main/skills/backend-patterns/SKILL.md,"Backend architecture patterns, API design, database optimization, and server-side best practices for Node.js, Express, and Next.js API routes."
179,nextjs-modal-integration,/JosiahSiegel/claude-plugin-marketplace,47,,False,,https://raw.githubusercontent.com/JosiahSiegel/claude-plugin-marketplace/refs/heads/main/plugins/nextjs-master/skills/nextjs-modal-integration/SKILL.md,"Modal.com integration patterns for Next.js applications. PROACTIVELY activate for: (1) Next.js + Modal backend setup, (2) AI inference from Next.js (LLMs, image generation), (3) Video/audio processing backends, (4) Heavy compute offloading from Vercel, (5) GPU workloads for Next.js apps, (6) Webhook integration between Next.js and Modal, (7) File upload processing, (8) Background job processing, (9) Serverless AI API endpoints, (10) Next.js + Modal authentication patterns. Provides: Architecture patterns, API route integration, webhook handling, file upload workflows, CORS configuration, warm container patterns, streaming responses, and production-ready examples."
180,backtesting-frameworks,/wshobson/agents,46,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/quantitative-trading/skills/backtesting-frameworks/SKILL.md,"Build robust backtesting systems for trading strategies with proper handling of look-ahead bias, survivorship bias, and transaction costs. Use when developing trading algorithms, validating strategies, or building backtesting infrastructure."
181,cloudflare-nextjs,/secondsky/claude-skills,46,6.5,True,,https://raw.githubusercontent.com/secondsky/claude-skills/refs/heads/main/plugins/cloudflare-nextjs/skills/cloudflare-nextjs/SKILL.md,"Deploy Next.js to Cloudflare Workers via OpenNext adapter. Use for SSR, ISR, App/Pages Router, or encountering worker size limits, runtime compatibility, connection scoping errors."
182,test-driven-development,/obra/superpowers,46,9.5,True,78,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/test-driven-development/SKILL.md,"Use when implementing any feature or bugfix, before writing implementation code"
183,nextjs-patterns,/ashchupliak/dream-team,46,5.8,False,93,https://raw.githubusercontent.com/ashchupliak/dream-team/refs/heads/main/skills/nextjs-patterns/SKILL.md,"Next.js 15 App Router patterns - use for frontend pages, API routes, server components, client components, and middleware"
184,Plugin Structure,/anthropics/claude-code,46,8.8,True,100,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/plugin-structure/SKILL.md,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices."
185,information-security-manager-iso27001,/alirezarezvani/claude-skills,46,8.9,True,98,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/information-security-manager-iso27001/SKILL.md,"ISO 27001 ISMS implementation and cybersecurity governance for HealthTech and MedTech companies. Use for ISMS design, security risk assessment, control implementation, ISO 27001 certification, security audits, incident response, and compliance verification. Covers ISO 27001, ISO 27002, healthcare security, and medical device cybersecurity."
186,capa-officer,/alirezarezvani/claude-skills,46,8.9,True,100,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/capa-officer/SKILL.md,"CAPA system management for medical device QMS. Covers root cause analysis, corrective action planning, effectiveness verification, and CAPA metrics. Use for CAPA investigations, 5-Why analysis, fishbone diagrams, root cause determination, corrective action tracking, effectiveness verification, or CAPA program optimization."
187,nextjs-data-fetching,/TheBushidoCollective/han,46,,False,72,https://raw.githubusercontent.com/TheBushidoCollective/han/refs/heads/main/plugins/frameworks/nextjs/skills/nextjs-data-fetching/SKILL.md,"Use when next.js data fetching patterns including SSG, SSR, and ISR. Use when building data-driven Next.js applications."
188,react-email,/resend/react-email,45,9.5,True,97,https://raw.githubusercontent.com/resend/react-email/refs/heads/canary/skills/react-email/SKILL.md,"Use when creating HTML email templates with React components - welcome emails, password resets, notifications, order confirmations, newsletters, or transactional emails."
189,tailwind-4,/prowler-cloud/prowler,45,7.8,False,98,https://raw.githubusercontent.com/prowler-cloud/prowler/refs/heads/master/skills/tailwind-4/SKILL.md,"Tailwind CSS 4 patterns and best practices. Trigger: When styling with Tailwind (className, variants, cn()), especially when dynamic styling or CSS variables are involved (no var() in className)."
190,Plugin Settings,/anthropics/claude-code,45,8.8,True,92,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/plugin-settings/SKILL.md,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown content."
191,polars,/davila7/claude-code-templates,44,10,True,100,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/scientific/polars/SKILL.md,"Fast DataFrame library (Apache Arrow). Select, filter, group_by, joins, lazy evaluation, CSV/Parquet I/O, expression API, for high-performance data analysis workflows."
192,isms-audit-expert,/alirezarezvani/claude-skills,44,8.9,True,100,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/isms-audit-expert/SKILL.md,"Information Security Management System auditing for ISO 27001 compliance, security control assessment, and certification support"
193,java-coding-standards,/affaan-m/everything-claude-code,44,9.4,True,82,https://raw.githubusercontent.com/affaan-m/everything-claude-code/refs/heads/main/skills/java-coding-standards/SKILL.md,"Java coding standards for Spring Boot services: naming, immutability, Optional usage, streams, exceptions, generics, and project layout."
194,architecture-decision-records,/wshobson/agents,43,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/documentation-generation/skills/architecture-decision-records/SKILL.md,"Write and maintain Architecture Decision Records (ADRs) following best practices for technical decision documentation. Use when documenting significant technical decisions, reviewing past architectural choices, or establishing decision processes."
195,svelte-code-writer,/sveltejs/mcp,43,9.6,True,,https://raw.githubusercontent.com/sveltejs/mcp/refs/heads/main/plugins/svelte/skills/svelte-code-writer/SKILL.md,"CLI tools for Svelte 5 documentation lookup and code analysis. MUST be used whenever creating or editing any Svelte component (.svelte) or Svelte module (.svelte.ts/.svelte.js). If possible, this skill should be executed within the svelte-file-editor agent for optimal results."
196,executing-plans,/obra/superpowers,43,9.5,True,99,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/executing-plans/SKILL.md,Use when you have a written implementation plan to execute in a separate session with review checkpoints
197,motion,/jezweb/claude-skills,43,9.7,True,72,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/motion/SKILL.md,"Build React animations with Motion (Framer Motion) - gestures (drag, hover, tap), scroll effects, spring physics, layout animations, SVG. Bundle: 2.3 KB (mini) to 34 KB (full). Use when: drag-and-drop, scroll animations, modals, carousels, parallax. Troubleshoot: AnimatePresence exit, list performance, Tailwind conflicts, Next.js ""use client""."
198,gh-cli,/github/awesome-copilot,43,8.2,True,72,https://raw.githubusercontent.com/github/awesome-copilot/refs/heads/main/skills/gh-cli/SKILL.md,"GitHub CLI (gh) comprehensive reference for repositories, issues, pull requests, Actions, projects, releases, gists, codespaces, organizations, extensions, and all GitHub operations from the command line."
201,react-native-best-practices,/callstackincubator/agent-skills,43,8.7,True,82,https://raw.githubusercontent.com/callstackincubator/agent-skills/refs/heads/main/skills/react-native-best-practices/SKILL.md,"Provides React Native performance optimization guidelines for FPS, TTI, bundle size, memory leaks, re-renders, and animations. Applies to tasks involving Hermes optimization, JS thread blocking, bridge overhead, FlashList, native modules, or debugging jank and frame drops."
202,marketing-demand-acquisition,/alirezarezvani/claude-skills,43,8.9,True,78,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/marketing-skill/marketing-demand-acquisition/SKILL.md,"Multi-channel demand generation, paid media optimization, SEO strategy, and partnership programs for Series A+ startups"
203,ui-web,/alinaqi/claude-bootstrap,43,8.7,True,88,https://raw.githubusercontent.com/alinaqi/claude-bootstrap/refs/heads/main/skills/ui-web/SKILL.md,"Web UI - glassmorphism, Tailwind, dark mode, accessibility"
204,tanstack-query-best-practices,/DeckardGer/tanstack-agent-skills,43,,,,https://raw.githubusercontent.com/DeckardGer/tanstack-agent-skills/refs/heads/main/skills/tanstack-query/SKILL.md,"TanStack Query (React Query) best practices for data fetching, caching, mutations, and server state management. Activate when building data-driven React applications with server state."
205,prompt-engineering-patterns,/wshobson/agents,42,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/llm-application-dev/skills/prompt-engineering-patterns/SKILL.md,"Master advanced prompt engineering techniques to maximize LLM performance, reliability, and controllability in production. Use when optimizing prompts, improving LLM outputs, or designing production prompt templates."
206,ai-sdk-core,/jezweb/claude-skills,42,9.7,True,70,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/ai-sdk-core/SKILL.md,"Build backend AI with Vercel AI SDK v6 stable. Covers Output API (replaces generateObject/streamObject), speech synthesis, transcription, embeddings, MCP tools with security guidance. Includes v4→v5 migration and 15 error solutions with workarounds. Use when: implementing AI SDK v5/v6, migrating versions, troubleshooting AI_APICallError, Workers startup issues, Output API errors, Gemini caching issues, Anthropic tool errors, MCP tools, or stream resumption failures."
207,shadcn-ui,/existential-birds/beagle,42,,False,95,https://raw.githubusercontent.com/existential-birds/beagle/refs/heads/main/plugins/beagle-react/skills/shadcn-ui/SKILL.md,"shadcn/ui component patterns with Radix primitives and Tailwind styling. Use when building UI components, using CVA variants, implementing compound components, or styling with data-slot attributes. Triggers on shadcn, cva, cn(), data-slot, Radix, Button, Card, Dialog, VariantProps."
208,langchain,/davila7/claude-code-templates,42,10,True,,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/ai-research/agents-langchain/SKILL.md,"Framework for building LLM-powered applications with agents, chains, and RAG. Supports multiple providers (OpenAI, Anthropic, Google), 500+ integrations, ReAct agents, tool calling, memory management, and vector store retrieval. Use for building chatbots, question-answering systems, autonomous agents, or RAG applications. Best for rapid prototyping and production deployments."
209,email-and-password-best-practices,/better-auth/skills,42,7.8,True,100,https://raw.githubusercontent.com/better-auth/skills/refs/heads/main/better-auth/emailAndPassword/SKILL.md,This skill provides guidance and enforcement rules for implementing secure email and password authentication using Better Auth.
210,gdpr-dsgvo-expert,/alirezarezvani/claude-skills,42,8.9,True,78,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/gdpr-dsgvo-expert/SKILL.md,"GDPR and German DSGVO compliance automation. Scans codebases for privacy risks, generates DPIA documentation, tracks data subject rights requests. Use for GDPR compliance assessments, privacy audits, data protection planning, DPIA generation, and data subject rights management."
211,nestjs,/pluginagentmarketplace/custom-plugin-nodejs,41,,False,72,https://raw.githubusercontent.com/pluginagentmarketplace/custom-plugin-nodejs/refs/heads/main/skills/nestjs/SKILL.md,"Build enterprise-grade Node.js applications with NestJS framework, TypeScript, dependency injection, and modular architecture"
212,using-superpowers,/obra/superpowers,41,9.5,True,18,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/using-superpowers/SKILL.md,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
213,nano-banana-prompting,/nikiforovall/claude-code-rules,41,10,True,78,https://raw.githubusercontent.com/nikiforovall/claude-code-rules/refs/heads/main/plugins/handbook-nano-banana/skills/nano-banana-prompting/SKILL.md,"This skill should be used when crafting prompts for Nano Banana Pro (Gemini image generation). Use when users want help writing image generation prompts, need guidance on prompt structure, or want to optimize their prompts for better results."
214,authjs-skills,/gocallum/nextjs16-agent-skills,41,,False,72,https://raw.githubusercontent.com/gocallum/nextjs16-agent-skills/refs/heads/main/skills/authjs-skills/SKILL.md,"Auth.js v5 setup for Next.js authentication including Google OAuth, credentials provider, environment configuration, and core API integration"
215,senior-secops,/alirezarezvani/claude-skills,41,8.9,True,72,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/senior-secops/SKILL.md,"Comprehensive SecOps skill for application security, vulnerability management, compliance, and secure development practices. Includes security scanning, vulnerability assessment, compliance checking, and security automation. Use when implementing security controls, conducting security audits, responding to vulnerabilities, or ensuring compliance requirements."
216,product-strategist,/alirezarezvani/claude-skills,41,8.9,True,67,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/product-team/product-strategist/SKILL.md,"Strategic product leadership toolkit for Head of Product including OKR cascade generation, market analysis, vision setting, and team scaling. Use for strategic planning, goal alignment, competitive analysis, and organizational design."
217,fda-consultant-specialist,/alirezarezvani/claude-skills,41,8.9,True,96,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/fda-consultant-specialist/SKILL.md,"FDA regulatory consultant for medical device companies. Provides 510(k)/PMA/De Novo pathway guidance, QSR (21 CFR 820) compliance, HIPAA assessments, and device cybersecurity. Use when user mentions FDA submission, 510(k), PMA, De Novo, QSR, premarket, predicate device, substantial equivalence, HIPAA medical device, or FDA cybersecurity."
218,vani-async-client-only,/itsjavi/vani,40,9.3,True,80,https://raw.githubusercontent.com/itsjavi/vani/refs/heads/main/skills/vani-async-client-only/SKILL.md,"Use async components, fallbacks, and client-only islands"
219,go,/grafana/loki,40,9.7,True,100,https://raw.githubusercontent.com/grafana/loki/refs/heads/main/.cursor/skills/go/SKILL.md,"Best practices for working with Go codebases. Use when writing, debugging, or exploring Go code, including reading dependency sources and documentation."
220,react-patterns,/giuseppe-trisciuoglio/developer-kit,40,7.5,True,86,https://raw.githubusercontent.com/giuseppe-trisciuoglio/developer-kit/refs/heads/main/plugins/developer-kit-typescript/skills/react-patterns/SKILL.md,"Provides comprehensive React 19 patterns covering Server Components, Actions, use() hook, useOptimistic, useFormStatus, useFormState, React Compiler, concurrent features, Suspense, and modern TypeScript development. Proactively use for any React development, component architecture, state management, performance optimization, or when implementing React 19's latest features."
221,playwright-testing,/fcakyon/claude-codex-settings,40,9.4,True,72,https://raw.githubusercontent.com/fcakyon/claude-codex-settings/refs/heads/main/plugins/playwright-tools/skills/playwright-testing/SKILL.md,"This skill should be used when user asks about ""Playwright"", ""responsiveness test"", ""test with playwright"", ""test login flow"", ""file upload test"", ""handle authentication in tests"", or ""fix flaky tests""."
222,senior-fullstack,/davila7/claude-code-templates,40,10,True,42,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/development/senior-fullstack/SKILL.md,"Comprehensive fullstack development skill for building complete web applications with React, Next.js, Node.js, GraphQL, and PostgreSQL. Includes project scaffolding, code quality analysis, architecture patterns, and complete tech stack guidance. Use when building new projects, analyzing code quality, implementing design patterns, or setting up development workflows."
223,web-perf,/cloudflare/skills,40,8.8,True,98,https://raw.githubusercontent.com/cloudflare/skills/refs/heads/main/skills/web-perf/SKILL.md,"Analyzes web performance using Chrome DevTools MCP. Measures Core Web Vitals (FCP, LCP, TBT, CLS, Speed Index), identifies render-blocking resources, network dependency chains, layout shifts, caching issues, and accessibility gaps. Use when asked to audit, profile, debug, or optimize page load performance, Lighthouse scores, or site speed."
224,Writing Hookify Rules,/anthropics/claude-code,40,8.8,True,100,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/hookify/skills/writing-rules/SKILL.md,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns."
225,typescript,/alinaqi/claude-bootstrap,40,8.7,True,96,https://raw.githubusercontent.com/alinaqi/claude-bootstrap/refs/heads/main/skills/typescript/SKILL.md,TypeScript strict mode with eslint and jest
226,redis-js,/upstash/redis-js,39,8.5,True,100,https://raw.githubusercontent.com/upstash/redis-js/refs/heads/main/skills/SKILL.md,"Work with the Upstash Redis JavaScript/TypeScript SDK for serverless Redis operations. Use for caching, session storage, rate limiting, leaderboards, full-text search, and all Redis data structures. Supports automatic serialization/deserialization of JavaScript types."
227,zustand-state-management,/jezweb/claude-skills,39,9.7,True,88,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/zustand-state-management/SKILL.md,"Build type-safe global state in React with Zustand. Supports TypeScript, persist middleware, devtools, slices pattern, and Next.js SSR with hydration handling. Prevents 6 documented errors. Use when setting up React state, migrating from Redux/Context, or troubleshooting hydration errors, TypeScript inference, infinite render loops, or persist race conditions."
228,ms365-tenant-manager,/alirezarezvani/claude-skills,39,8.9,True,72,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/ms365-tenant-manager/SKILL.md,"Microsoft 365 tenant administration for Global Administrators. Automate M365 tenant setup, Office 365 admin tasks, Azure AD user management, Exchange Online configuration, Teams administration, and security policies. Generate PowerShell scripts for bulk operations, Conditional Access policies, license management, and compliance reporting. Use for M365 tenant manager, Office 365 admin, Azure AD users, Global Administrator, tenant configuration, or Microsoft 365 automation."
229,better-auth,/zircote/.claude,38,,,,https://raw.githubusercontent.com/zircote/.claude/refs/heads/main/skills/better-auth/SKILL.md,"Implement authentication and authorization with Better Auth - a framework-agnostic TypeScript authentication framework. Features include email/password authentication with verification, OAuth providers (Google, GitHub, Discord, etc.), two-factor authentication (TOTP, SMS), passkeys/WebAuthn support, session management, role-based access control (RBAC), rate limiting, and database adapters. Use when adding authentication to applications, implementing OAuth flows, setting up 2FA/MFA, managing user sessions, configuring authorization rules, or building secure authentication systems for web applications."
230,data-storytelling,/wshobson/agents,38,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/business-analytics/skills/data-storytelling/SKILL.md,"Transform data into compelling narratives using visualization, context, and persuasive structure. Use when presenting analytics to stakeholders, creating data reports, or building executive presentations."
231,bash-defensive-patterns,/wshobson/agents,38,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/shell-scripting/skills/bash-defensive-patterns/SKILL.md,"Master defensive Bash programming techniques for production-grade scripts. Use when writing robust shell scripts, CI/CD pipelines, or system utilities requiring fault tolerance and safety."
232,Convex Realtime,/waynesutton/convexskills,38,9.6,True,,https://raw.githubusercontent.com/waynesutton/convexskills/refs/heads/main/skills/convex-realtime/SKILL.md,"Patterns for building reactive apps including subscription management, optimistic updates, cache behavior, and paginated queries with cursor-based loading"
233,Convex Functions,/waynesutton/convexskills,38,9.6,True,,https://raw.githubusercontent.com/waynesutton/convexskills/refs/heads/main/skills/convex-functions/SKILL.md,"Writing queries, mutations, actions, and HTTP actions with proper argument validation, error handling, internal functions, and runtime considerations"
234,writing-skills,/obra/superpowers,38,9.5,True,52,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/writing-skills/SKILL.md,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
235,ui-ux-pro-max,/VoTruongDanh/Sentiment,38,,False,87,https://raw.githubusercontent.com/VoTruongDanh/Sentiment/refs/heads/main/.agent/skills/ui-ux-pro-max/SKILL.md,"UI/UX design intelligence. 50 styles, 21 palettes, 50 font pairings, 20 charts, 9 stacks (React, Next.js, Vue, Svelte, SwiftUI, React Native, Flutter, Tailwind, shadcn/ui). Actions: plan, build, create, design, implement, review, fix, improve, optimize, enhance, refactor, check UI/UX code. Projects: website, landing page, dashboard, admin panel, e-commerce, SaaS, portfolio, blog, mobile app, .html, .tsx, .vue, .svelte. Elements: button, modal, navbar, sidebar, card, table, form, chart. Styles: glassmorphism, claymorphism, minimalism, brutalism, neumorphism, bento grid, dark mode, responsive, skeuomorphism, flat design. Topics: color palette, accessibility, animation, layout, typography, font pairing, spacing, hover, shadow, gradient."
236,DevOps & Deployment,/ArieGoldkin/ai-agent-hub,38,,,,https://raw.githubusercontent.com/ArieGoldkin/ai-agent-hub/refs/heads/main/skills/devops-deployment/SKILL.md,"CI/CD pipelines, containerization, Kubernetes, and infrastructure as code patterns"
237,hybrid-search-implementation,/wshobson/agents,37,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/llm-application-dev/skills/hybrid-search-implementation/SKILL.md,"Combine vector and keyword search for improved retrieval. Use when implementing RAG systems, building search engines, or when neither approach alone provides sufficient recall."
238,accessibility-compliance,/wshobson/agents,37,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/accessibility-compliance/SKILL.md,"Implement WCAG 2.2 compliant interfaces with mobile accessibility, inclusive design patterns, and assistive technology support. Use when auditing accessibility, implementing ARIA patterns, building for screen readers, or ensuring inclusive user experiences."
